dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14
-2.613189469986028,3.2231661776185736,-0.37468673366789595,-0.41674015511160867,-1.477705398596908,-1.9849789011037433,1.3252924453158597,-1.2224911081163377,0.3543477772974458,-2.505259280307289,0.442980117453693,-0.5674645266246212,-0.4248147235896595,-0.28095639787609883
1.2252386945546025,1.4450279007995108,-4.97339626496681,0.2395443875155078,-1.8796605807923423,-0.632757320331742,0.9249863680655263,0.4145404561824201,-1.5366124735999436,0.627668130902331,-0.348000451955344,-0.7556478556747799,-0.24921856930223604,2.114711566266801
-0.9267956691034058,0.2570462855197924,-0.315269304293419,-1.8146001648791954,-1.3120970312553004,-0.6656804087648388,-0.03455120038843091,0.5231790601963462,-0.4713524886038395,0.011547414721073755,0.512593468358793,-0.6878190909321665,-0.7132491799444677,0.7173828817357838
1.357594766755989,1.4446847023487326,-0.6510339272494214,-0.3386035776620394,2.572714295093283,2.266505657425781,-2.0384180950235677,-0.2618782578075817,-1.0261225569486812,-0.8220239108219917,1.1878113659686194,-0.7381286848863196,-0.7841633569229322,-0.412907541409387
0.5434485863616548,2.2242870330452242,-1.0326826308376613,2.8442436228190404,-2.498673758305401,1.60226257246453,-0.2363852077628344,2.10478787251915,1.381008622765718,-0.31061851968421306,1.3781858452603788,1.1625438597050837,-0.09931006955991242,1.1163722866549184
1.5043129999413483,-2.6830848578615987,0.6480112683913468,-1.565056137972184,2.5106484503810207,-1.5735814308605898,-0.7435316493902957,1.6084612349475929,2.6692507745553957,-0.6938913208505637,2.09594275288522,-0.8367971020801045,-0.23178807877961352,-0.28095639787609883
-0.25100019643875543,-3.145945017682687,1.6014183078416357,0.02617434574142699,2.529904496350121,0.2052830295503264,2.0658579654431826,-0.39596451103590186,-0.06132363070962193,1.278119923018157,-0.12252500860296228,-0.7999597016623526,0.5108955690119228,-0.412907541409387
-0.6085829322974173,-0.2212204785682473,-0.4504064114671824,1.9984152537402728,-0.8326807102882681,-2.300951131224432,1.309790969501329,-0.667882519223141,-0.16917592486455943,0.400965658152948,0.9025291229697757,-0.9510816225411338,1.4176662868460337,-0.28095639787609883
-1.3909431781945512,1.3342531874457702,-1.0510898977732135,-0.901380584832981,-0.15677397448649055,-0.9150532935162569,1.5004278820903039,0.20032382871739776,-0.5597357731580016,1.599386023869209,1.5696420849227368,3.9567978312456513,-0.46150874010681936,0.5854317382024955
-0.36842434289794634,-0.722283069364793,-2.0294848531883156,0.5758624494772102,0.9941307098153543,0.7554590961003862,2.3131047940822644,-0.9108705014810943,0.5666785440249507,0.4952016810920649,0.9258549462293079,-0.9094042690661195,0.0993803339859717,-0.412907541409387
-3.2266896086005827,-5.080602772383709,3.5049265072374953,1.278310761395865,3.1377319351993482,1.6441183617791832,-0.39887996283324256,-0.029105248730179303,-0.0998050597805383,-0.12465821246106093,0.808657140099348,-0.7193936033983773,0.157948189846565,-0.412907541409387
-2.5857903513997686,-0.19419474744289167,-3.9184517524905718,2.09320210309244,-2.72607917246024,0.45573634579025696,1.4922768660004673,-1.4028585426170748,-1.26184817383042,1.3811896514010775,0.6687398451516635,-0.8286247330072221,-0.13000382899616192,-0.28095639787609883
-1.9420116595375412,1.1231972991327204,0.9666068974946588,1.0252512476274507,-0.8588201828222832,-2.432255250928938,-0.9408034956882996,0.5146579705658126,-1.746407607466621,1.3225066673075339,-0.9717893471347423,-0.9226130911598367,-0.0843067219168619,-0.28095639787609883
2.758836998683235,2.7780513984300983,1.203129694188097,-0.38781764213360803,-0.3673212170179546,-0.23106225883523918,1.5252212709170143,0.15927949793576704,1.6710009438232116,1.0216398107312004,1.073148757164667,3.1776564802399743,-0.32481897578704017,-0.412907541409387
-0.9131219601085595,2.3306319283661714,-1.6791001817125049,1.3298862914424554,0.5956647890755702,-1.8014345468435669,1.2417611354309928,-0.8810228892737486,-0.8090086184804277,-0.16794941401100824,2.649951887295243,-0.8442879071730283,0.09903402282220652,-0.412907541409387
