dim_01,dim_02,dim_03,dim_04,dim_05,dim_06,dim_07,dim_08,dim_09,dim_10,dim_11,dim_12,dim_13,dim_14,cluster,cluster_cat
-2.613189469986028,3.2231661776185736,-0.3746867336678959,-0.4167401551116086,-1.477705398596908,-1.9849789011037435,1.3252924453158597,-1.2224911081163377,0.3543477772974458,-2.505259280307289,0.442980117453693,-0.5674645266246212,-0.4248147235896595,-0.2809563978760988,4,STU_4
1.2252386945546023,1.4450279007995108,-4.97339626496681,0.2395443875155078,-1.8796605807923423,-0.632757320331742,0.9249863680655264,0.4145404561824201,-1.5366124735999436,0.627668130902331,-0.348000451955344,-0.7556478556747799,-0.249218569302236,2.114711566266801,5,STU_5
-0.9267956691034058,0.2570462855197924,-0.315269304293419,-1.8146001648791956,-1.3120970312553004,-0.6656804087648388,-0.0345512003884309,0.5231790601963462,-0.4713524886038395,0.0115474147210737,0.512593468358793,-0.6878190909321665,-0.7132491799444677,0.7173828817357838,5,STU_5
1.357594766755989,1.4446847023487326,-0.6510339272494214,-0.3386035776620394,2.572714295093283,2.266505657425781,-2.038418095023568,-0.2618782578075817,-1.0261225569486812,-0.8220239108219917,1.1878113659686194,-0.7381286848863196,-0.7841633569229322,-0.412907541409387,3,STU_3
0.5434485863616548,2.224287033045224,-1.032682630837661,2.8442436228190404,-2.498673758305401,1.60226257246453,-0.2363852077628344,2.10478787251915,1.381008622765718,-0.310618519684213,1.3781858452603788,1.1625438597050837,-0.0993100695599124,1.1163722866549184,1,STU_1
1.5043129999413485,-2.6830848578615987,0.6480112683913468,-1.565056137972184,2.5106484503810207,-1.5735814308605898,-0.7435316493902957,1.6084612349475929,2.669250774555396,-0.6938913208505637,2.09594275288522,-0.8367971020801045,-0.2317880787796135,-0.2809563978760988,2,STU_2
-0.2510001964387554,-3.145945017682687,1.6014183078416355,0.0261743457414269,2.529904496350121,0.2052830295503264,2.0658579654431826,-0.3959645110359018,-0.0613236307096219,1.278119923018157,-0.1225250086029622,-0.7999597016623526,0.5108955690119228,-0.412907541409387,0,STU_0
-0.6085829322974173,-0.2212204785682473,-0.4504064114671824,1.9984152537402728,-0.8326807102882681,-2.300951131224432,1.309790969501329,-0.667882519223141,-0.1691759248645594,0.400965658152948,0.9025291229697756,-0.9510816225411338,1.4176662868460337,-0.2809563978760988,5,STU_5
-1.3909431781945512,1.3342531874457702,-1.0510898977732137,-0.901380584832981,-0.1567739744864905,-0.9150532935162567,1.500427882090304,0.2003238287173977,-0.5597357731580016,1.599386023869209,1.5696420849227368,3.9567978312456513,-0.4615087401068193,0.5854317382024955,5,STU_5
-0.3684243428979463,-0.722283069364793,-2.029484853188316,0.5758624494772102,0.9941307098153545,0.7554590961003862,2.3131047940822644,-0.9108705014810944,0.5666785440249507,0.4952016810920649,0.925854946229308,-0.9094042690661196,0.0993803339859717,-0.412907541409387,3,STU_3
